Date,Shelter_ID,Capacity_Beds,Occupied_Beds,Capacity_Rooms,Occupied_Rooms,Unoccupied_Beds,Unoccupied_Rooms
2023-05-12,1042,113,72,50,38,41,12
2023-05-13,1042,131,90,93,32,41,61
2023-05-14,1042,148,76,90,52,72,38
2023-05-15,1042,142,71,83,34,71,49
2023-05-16,1042,123,71,75,42,52,33
2023-05-17,1042,148,79,71,45,69,26
2023-05-18,1042,112,87,93,44,25,49
2023-05-19,1042,103,86,55,40,17,15
2023-05-20,1042,122,84,70,37,38,33
2023-05-21,1042,128,80,53,43,48,10
2023-05-22,1042,113,61,63,35,52,28
2023-05-23,1042,135,73,82,45,62,37
2023-05-24,1042,117,74,89,30,43,59
2023-05-25,1042,102,68,80,59,34,21
2023-05-26,1042,119,97,88,33,22,55
2023-05-27,1042,148,82,60,33,66,27
2023-05-28,1042,105,68,82,40,37,42
2023-05-29,1042,113,84,79,40,29,39
2023-05-30,1042,149,72,87,31,77,56
2023-05-31,1042,127,82,81,42,45,39
2023-06-01,1042,148,70,56,25,78,31
2023-06-02,1042,118,89,89,39,29,50
2023-06-03,1042,147,86,90,41,61,49
2023-06-04,1042,106,69,97,36,37,61
2023-06-05,1042,133,80,55,50,53,5
2023-06-06,1042,148,80,65,42,68,23
2023-06-07,1042,126,84,79,47,42,32
2023-06-08,1042,147,81,98,47,66,51
2023-06-09,1042,113,80,72,39,33,33
2023-06-10,1042,124,82,94,43,42,51
2023-06-11,1042,133,74,90,44,59,46
2023-06-12,1042,122,75,78,53,47,25
2023-06-13,1042,110,66,90,34,44,56
2023-06-14,1042,130,87,96,31,43,65
2023-06-15,1042,129,72,54,42,57,12
2023-06-16,1042,130,78,57,38,52,19
2023-06-17,1042,141,64,64,46,77,18
2023-06-18,1042,132,91,54,38,41,16
2023-06-19,1042,118,82,82,29,36,53
2023-06-20,1042,105,95,67,33,10,34
2023-06-21,1042,118,92,90,47,26,43
2023-06-22,1042,136,82,63,35,54,28
2023-06-23,1042,115,101,83,40,14,43
2023-06-24,1042,144,69,62,46,75,16
2023-06-25,1042,130,91,68,46,39,22
2023-06-26,1042,144,81,81,35,63,46
2023-06-27,1042,130,62,87,36,68,51
2023-06-28,1042,125,75,75,34,50,41
2023-06-29,1042,118,61,70,47,57,23
2023-06-30,1042,122,79,89,41,43,48
2023-07-01,1042,148,86,100,37,62,63
2023-07-02,1042,105,90,58,34,15,24
2023-07-03,1042,124,89,70,39,35,31
2023-07-04,1042,142,90,80,42,52,38
2023-07-05,1042,104,95,55,40,9,15
2023-07-06,1042,103,95,53,42,8,11
2023-07-07,1042,135,63,93,42,72,51
2023-07-08,1042,104,77,74,38,27,36
2023-07-09,1042,108,81,74,48,27,26
2023-07-10,1042,135,74,84,41,61,43
2023-07-11,1042,118,68,82,43,50,39
2023-07-12,1042,100,60,95,39,40,56
2023-07-13,1042,104,84,72,42,20,30
2023-07-14,1042,118,66,64,50,52,14
2023-07-15,1042,150,80,62,27,70,35
2023-07-16,1042,116,79,57,45,37,12
2023-07-17,1042,147,84,79,37,63,42
2023-07-18,1042,117,91,54,41,26,13
2023-07-19,1042,149,79,59,43,70,16
2023-07-20,1042,144,85,66,32,59,34
2023-07-21,1042,102,77,82,51,25,31
2023-07-22,1042,138,71,68,34,67,34
2023-07-23,1042,121,92,100,44,29,56
2023-07-24,1042,105,89,67,39,16,28
2023-07-25,1042,142,77,87,37,65,50
2023-07-26,1042,128,91,96,25,37,71
2023-07-27,1042,122,93,81,47,29,34
2023-07-28,1042,112,78,60,33,34,27
2023-07-29,1042,146,91,80,41,55,39
2023-07-30,1042,143,77,58,53,66,5
2023-07-31,1042,120,71,60,41,49,19
2023-08-01,1042,117,75,68,45,42,23
2023-08-02,1042,124,83,61,49,41,12
2023-08-03,1042,128,92,50,50,36,0
2023-08-04,1042,125,73,64,39,52,25
2023-08-05,1042,114,77,76,41,37,35
2023-08-06,1042,122,75,75,32,47,43
2023-08-07,1042,122,72,51,45,50,6
2023-08-08,1042,133,76,52,37,57,15
2023-08-09,1042,103,75,68,32,28,36
2023-08-10,1042,100,89,96,36,11,60
2023-08-11,1042,144,77,80,29,67,51
2023-08-12,1042,150,75,76,35,75,41
2023-08-13,1042,134,83,82,34,51,48
2023-08-14,1042,148,76,70,40,72,30
2023-08-15,1042,148,66,87,41,82,46
2023-08-16,1042,107,71,66,50,36,16
2023-08-17,1042,102,81,51,38,21,13
2023-08-18,1042,120,84,80,36,36,44
2023-08-19,1042,148,78,97,51,70,46
2023-08-20,1042,104,85,97,48,19,49
2023-08-21,1042,125,86,90,46,39,44
2023-08-22,1042,146,90,99,40,56,59
2023-08-23,1042,104,72,74,42,32,32
2023-08-24,1042,104,69,60,36,35,24
2023-08-25,1042,114,82,59,38,32,21
2023-08-26,1042,103,79,73,39,24,34
2023-08-27,1042,144,81,70,43,63,27
2023-08-28,1042,141,80,99,45,61,54
2023-08-29,1042,137,83,83,36,54,47
2023-08-30,1042,106,79,59,40,27,19
2023-08-31,1042,115,85,67,53,30,14
2023-09-01,1042,135,67,92,38,68,54
2023-09-02,1042,136,80,86,37,56,49
2023-09-03,1042,133,81,87,33,52,54
2023-09-04,1042,149,78,73,36,71,37
2023-09-05,1042,107,92,80,46,15,34
2023-09-06,1042,128,81,52,31,47,21
2023-09-07,1042,102,84,62,37,18,25
2023-09-08,1042,147,83,56,34,64,22
2023-09-09,1042,122,69,59,37,53,22
2023-09-10,1042,108,86,58,45,22,13
2023-09-11,1042,147,76,100,41,71,59
2023-09-12,1042,128,76,74,35,52,39
2023-09-13,1042,100,80,56,42,20,14
2023-09-14,1042,131,75,80,44,56,36
2023-09-15,1042,136,91,76,33,45,43
2023-09-16,1042,124,87,67,41,37,26
2023-09-17,1042,107,76,100,40,31,60
2023-09-18,1042,139,64,57,44,75,13
2023-09-19,1042,118,81,85,46,37,39
2023-09-20,1042,126,74,76,46,52,30
2023-09-21,1042,104,72,80,33,32,47
2023-09-22,1042,117,98,61,40,19,21
2023-09-23,1042,129,75,81,43,54,38
2023-09-24,1042,116,76,96,48,40,48
2023-09-25,1042,131,65,58,34,66,24
2023-09-26,1042,142,79,96,33,63,63
2023-09-27,1042,134,92,94,42,42,52
2023-09-28,1042,106,88,84,36,18,48
2023-09-29,1042,107,84,56,35,23,21
2023-09-30,1042,126,70,97,40,56,57
2023-10-01,1042,100,76,75,41,24,34
2023-10-02,1042,122,88,92,41,34,51
2023-10-03,1042,128,95,88,38,33,50
2023-10-04,1042,124,84,84,36,40,48
2023-10-05,1042,110,73,61,40,37,21
2023-10-06,1042,120,95,100,45,25,55
2023-10-07,1042,137,71,60,40,66,20
2023-10-08,1042,109,75,80,38,34,42
2023-10-09,1042,101,72,50,34,29,16
2023-10-10,1042,103,86,80,30,17,50
2023-10-11,1042,141,72,91,43,69,48
2023-10-12,1042,110,80,56,38,30,18
2023-10-13,1042,134,95,79,40,39,39
2023-10-14,1042,114,79,59,38,35,21
2023-10-15,1042,147,88,92,34,59,58
2023-10-16,1042,143,79,51,42,64,9
2023-10-17,1042,116,94,65,32,22,33
2023-10-18,1042,135,78,86,31,57,55
2023-10-19,1042,148,80,89,41,68,48
2023-10-20,1042,129,96,100,39,33,61
2023-10-21,1042,114,82,80,38,32,42
2023-10-22,1042,141,82,65,35,59,30
2023-10-23,1042,110,74,62,57,36,5
2023-10-24,1042,149,90,86,35,59,51
2023-10-25,1042,125,83,77,32,42,45
2023-10-26,1042,111,101,69,39,10,30
2023-10-27,1042,149,73,78,42,76,36
2023-10-28,1042,109,86,51,40,23,11
2023-10-29,1042,133,93,93,37,40,56
2023-10-30,1042,110,75,80,26,35,54
2023-10-31,1042,114,64,73,42,50,31
2023-11-01,1042,108,67,53,39,41,14
2023-11-02,1042,125,87,83,43,38,40
2023-11-03,1042,103,101,90,38,2,52
2023-11-04,1042,131,93,68,29,38,39
2023-11-05,1042,143,72,85,43,71,42
2023-11-06,1042,138,78,71,29,60,42
2023-11-07,1042,143,71,91,28,72,63
2023-11-08,1042,107,88,94,44,19,50
2023-11-09,1042,143,82,93,38,61,55
2023-11-10,1042,109,80,76,39,29,37
2023-11-11,1042,140,95,62,45,45,17
2023-11-12,1042,130,78,83,40,52,43
2023-11-13,1042,103,88,50,43,15,7
2023-11-14,1042,127,71,93,46,56,47
2023-11-15,1042,126,80,95,53,46,42
2023-11-16,1042,122,89,93,27,33,66
2023-11-17,1042,118,75,70,36,43,34
2023-11-18,1042,107,71,63,31,36,32
2023-11-19,1042,106,75,89,33,31,56
2023-11-20,1042,101,91,89,38,10,51
2023-11-21,1042,112,63,77,38,49,39
2023-11-22,1042,116,88,77,40,28,37
2023-11-23,1042,148,67,94,40,81,54
2023-11-24,1042,108,87,53,37,21,16
2023-11-25,1042,120,85,53,38,35,15
2023-11-26,1042,147,102,61,46,45,15
2023-11-27,1042,146,89,60,43,57,17
2023-11-28,1042,140,92,90,42,48,48
2023-11-29,1042,101,92,76,39,9,37
2023-11-30,1042,150,85,95,40,65,55
2023-12-01,1042,144,78,96,47,66,49
2023-12-02,1042,130,83,84,44,47,40
2023-12-03,1042,140,82,53,44,58,9
2023-12-04,1042,121,95,89,45,26,44
2023-12-05,1042,142,77,67,45,65,22
2023-12-06,1042,101,85,92,34,16,58
2023-12-07,1042,132,82,60,50,50,10
2023-12-08,1042,128,83,65,40,45,25
2023-12-09,1042,100,77,99,50,23,49
2023-12-10,1042,113,88,72,32,25,40
2023-12-11,1042,128,78,88,40,50,48
2023-12-12,1042,117,70,95,42,47,53
2023-12-13,1042,100,86,92,39,14,53
2023-12-14,1042,114,69,77,46,45,31
2023-12-15,1042,142,72,52,40,70,12
2023-12-16,1042,109,87,97,36,22,61
2023-12-17,1042,107,78,98,47,29,51
2023-12-18,1042,129,90,85,44,39,41
2023-12-19,1042,137,71,70,42,66,28
2023-12-20,1042,129,96,65,49,33,16
2023-12-21,1042,111,76,88,44,35,44
2023-12-22,1042,120,89,59,37,31,22
2023-12-23,1042,124,70,93,45,54,48
2023-12-24,1042,123,89,81,35,34,46
2023-12-25,1042,129,86,99,53,43,46
2023-12-26,1042,147,95,71,36,52,35
2023-12-27,1042,129,85,87,35,44,52
2023-12-28,1042,137,79,75,42,58,33
2023-12-29,1042,125,84,77,46,41,31
2023-12-30,1042,101,83,62,29,18,33
2023-12-31,1042,125,75,54,37,50,17
2023-01-01,1043,133,88,56,39,45,17
2023-01-02,1043,130,93,86,42,37,44
2023-01-03,1043,141,84,68,43,57,25
2023-01-04,1043,128,91,89,29,37,60
2023-01-05,1043,137,78,88,34,59,54
2023-01-06,1043,110,82,71,48,28,23
2023-01-07,1043,122,94,63,42,28,21
2023-01-08,1043,107,77,84,35,30,49
2023-01-09,1043,117,101,86,38,16,48
2023-01-10,1043,104,76,78,38,28,40
2023-01-11,1043,128,76,63,44,52,19
2023-01-12,1043,115,65,87,35,50,52
2023-01-13,1043,125,81,56,39,44,17
2023-01-14,1043,105,64,61,44,41,17
2023-01-15,1043,144,78,91,37,66,54
2023-01-16,1043,100,83,54,31,17,23
2023-01-17,1043,111,98,59,42,13,17
2023-01-18,1043,127,72,66,31,55,35
2023-01-19,1043,123,86,82,39,37,43
2023-01-20,1043,118,73,73,40,45,33
2023-01-21,1043,123,88,88,43,35,45
2023-01-22,1043,109,78,88,38,31,50
2023-01-23,1043,141,68,92,37,73,55
2023-01-24,1043,133,72,90,32,61,58
2023-01-25,1043,107,66,82,41,41,41
2023-01-26,1043,122,92,92,41,30,51
2023-01-27,1043,117,87,79,49,30,30
2023-01-28,1043,136,72,80,29,64,51
2023-01-29,1043,106,80,64,44,26,20
2023-01-30,1043,122,80,82,37,42,45
2023-01-31,1043,131,95,93,46,36,47
2023-02-01,1043,123,88,87,42,35,45
2023-02-02,1043,114,73,78,37,41,41
2023-02-03,1043,117,71,57,42,46,15
2023-02-04,1043,131,77,71,32,54,39
2023-02-05,1043,104,73,94,33,31,61
2023-02-06,1043,107,72,92,37,35,55
2023-02-07,1043,105,87,86,44,18,42
2023-02-08,1043,116,82,82,41,34,41
2023-02-09,1043,120,70,99,40,50,59
2023-02-10,1043,116,65,55,36,51,19
2023-02-11,1043,120,93,79,37,27,42
2023-02-12,1043,149,84,80,32,65,48
2023-02-13,1043,126,82,94,32,44,62
2023-02-14,1043,101,81,69,33,20,36
2023-02-15,1043,124,91,78,38,33,40
2023-02-16,1043,129,97,72,45,32,27
2023-02-17,1043,140,94,75,37,46,38
2023-02-18,1043,108,81,58,41,27,17
2023-02-19,1043,105,76,93,45,29,48
2023-02-20,1043,148,89,78,34,59,44
2023-02-21,1043,132,92,70,36,40,34
2023-02-22,1043,108,82,75,29,26,46
2023-02-23,1043,121,83,65,36,38,29
2023-02-24,1043,138,72,50,45,66,5
2023-02-25,1043,146,90,50,40,56,10
2023-02-26,1043,145,86,99,49,59,50
2023-02-27,1043,109,81,60,43,28,17
2023-02-28,1043,125,87,61,42,38,19
2023-03-01,1043,144,74,76,26,70,50
2023-03-02,1043,146,63,65,34,83,31
2023-03-03,1043,135,83,93,25,52,68
2023-03-04,1043,120,87,74,56,33,18
2023-03-05,1043,114,75,88,47,39,41
2023-03-06,1043,127,68,55,47,59,8
2023-03-07,1043,137,68,56,29,69,27
2023-03-08,1043,127,87,92,38,40,54
2023-03-09,1043,142,91,83,46,51,37
2023-03-10,1043,141,72,59,44,69,15
2023-03-11,1043,113,76,72,48,37,24
2023-03-12,1043,119,85,94,30,34,64
2023-03-13,1043,141,77,88,44,64,44
2023-03-14,1043,130,79,88,51,51,37
2023-03-15,1043,114,74,56,39,40,17
2023-03-16,1043,106,81,100,37,25,63
2023-03-17,1043,138,69,75,48,69,27
2023-03-18,1043,122,77,63,42,45,21
2023-03-19,1043,129,74,99,33,55,66
2023-03-20,1043,144,79,66,38,65,28
2023-03-21,1043,108,92,58,29,16,29
2023-03-22,1043,148,81,54,46,67,8
2023-03-23,1043,107,75,51,44,32,7
2023-03-24,1043,144,89,99,51,55,48
2023-03-25,1043,129,73,86,40,56,46
2023-03-26,1043,134,87,62,47,47,15
2023-03-27,1043,120,82,70,51,38,19
2023-03-28,1043,104,80,53,37,24,16
2023-03-29,1043,104,88,89,47,16,42
2023-03-30,1043,145,87,68,44,58,24
2023-03-31,1043,102,75,53,42,27,11
2023-04-01,1043,110,71,96,53,39,43
2023-04-02,1043,121,82,50,34,39,16
2023-04-03,1043,115,61,81,32,54,49
2023-04-04,1043,139,84,79,32,55,47
2023-04-05,1043,139,86,82,46,53,36
2023-04-06,1043,121,91,90,46,30,44
2023-04-07,1043,102,88,90,32,14,58
2023-04-08,1043,142,82,52,44,60,8
2023-04-09,1043,108,70,65,30,38,35
2023-04-10,1043,130,65,58,36,65,22
2023-04-11,1043,137,105,84,42,32,42
2023-04-12,1043,121,81,81,37,40,44
2023-04-13,1043,150,78,61,47,72,14
2023-04-14,1043,102,88,50,41,14,9
2023-04-15,1043,146,74,54,34,72,20
2023-04-16,1043,144,86,67,30,58,37
2023-04-17,1043,101,77,91,51,24,40
2023-04-18,1043,114,97,93,48,17,45
2023-04-19,1043,148,84,64,38,64,26
2023-04-20,1043,123,51,79,37,72,42
2023-04-21,1043,136,77,57,42,59,15
2023-04-22,1043,148,79,77,36,69,41
2023-04-23,1043,118,89,53,37,29,16
2023-04-24,1043,146,77,69,41,69,28
2023-04-25,1043,123,81,56,48,42,8
2023-04-26,1043,113,86,93,54,27,39
2023-04-27,1043,146,78,94,35,68,59
2023-04-28,1043,117,66,97,34,51,63
2023-04-29,1043,103,78,63,42,25,21
2023-04-30,1043,135,72,65,39,63,26
2023-05-01,1043,130,74,88,47,56,41
2023-05-02,1043,102,77,52,37,25,15
2023-05-03,1043,119,59,94,39,60,55
2023-05-04,1043,124,78,93,32,46,61
2023-05-05,1043,107,67,84,42,40,42
2023-05-06,1043,104,70,69,40,34,29
2023-05-07,1043,135,77,65,43,58,22
2023-05-08,1043,134,101,81,43,33,38
2023-05-09,1043,116,72,97,44,44,53
2023-05-10,1043,124,92,82,36,32,46
2023-05-11,1043,131,81,50,39,50,11
2023-05-12,1043,122,83,93,47,39,46
2023-05-13,1043,113,87,75,39,26,36
2023-05-14,1043,109,89,82,41,20,41
2023-05-15,1043,109,80,58,40,29,18
2023-05-16,1043,125,58,75,42,67,33
2023-05-17,1043,143,80,86,40,63,46
2023-05-18,1043,150,85,67,31,65,36
2023-05-19,1043,123,63,92,37,60,55
2023-05-20,1043,109,68,75,44,41,31
2023-05-21,1043,129,83,92,28,46,64
2023-05-22,1043,119,83,83,44,36,39
2023-05-23,1043,123,74,63,34,49,29
2023-05-24,1043,114,89,92,30,25,62
2023-05-25,1043,118,96,59,32,22,27
2023-05-26,1043,118,80,81,33,38,48
2023-05-27,1043,145,72,90,34,73,56
2023-05-28,1043,121,71,55,38,50,17
2023-05-29,1043,101,85,80,32,16,48
2023-05-30,1043,120,67,50,47,53,3
2023-05-31,1043,123,87,83,37,36,46
2023-06-01,1043,123,71,90,36,52,54
2023-06-02,1043,129,72,66,48,57,18
2023-06-03,1043,126,84,65,46,42,19
2023-06-04,1043,124,81,100,41,43,59
2023-06-05,1043,129,90,77,41,39,36
2023-06-06,1043,114,82,78,48,32,30
2023-06-07,1043,102,78,57,50,24,7
2023-06-08,1043,116,82,63,40,34,23
2023-06-09,1043,150,67,99,37,83,62
2023-06-10,1043,134,77,91,29,57,62
2023-06-11,1043,130,65,80,36,65,44
2023-06-12,1043,134,89,83,33,45,50
2023-06-13,1043,105,90,50,49,15,1
2023-06-14,1043,105,83,73,46,22,27
2023-06-15,1043,139,98,96,51,41,45
2023-06-16,1043,127,88,84,42,39,42
2023-06-17,1043,107,66,59,39,41,20
2023-06-18,1043,104,74,63,36,30,27
2023-06-19,1043,140,66,85,33,74,52
2023-06-20,1043,135,88,57,34,47,23
2023-06-21,1043,129,87,72,39,42,33
2023-06-22,1043,100,84,87,41,16,46
2023-06-23,1043,114,84,78,37,30,41
2023-06-24,1043,130,89,71,31,41,40
2023-06-25,1043,122,69,74,66,53,8
2023-06-26,1043,118,93,86,47,25,39
2023-06-27,1043,115,74,73,40,41,33
2023-06-28,1043,120,73,87,42,47,45
2023-06-29,1043,148,77,51,51,71,0
2023-06-30,1043,142,92,96,45,50,51
2023-07-01,1043,114,77,63,44,37,19
2023-07-02,1043,104,92,92,43,12,49
2023-07-03,1043,149,83,66,43,66,23
2023-07-04,1043,110,84,95,37,26,58
2023-07-05,1043,119,85,79,38,34,41
2023-07-06,1043,147,101,92,40,46,52
2023-07-07,1043,126,73,95,42,53,53
2023-07-08,1043,138,76,68,33,62,35
2023-07-09,1043,135,71,99,41,64,58
2023-07-10,1043,111,76,78,38,35,40
2023-07-11,1043,122,72,59,37,50,22
2023-07-12,1043,137,82,92,45,55,47
2023-07-13,1043,117,87,93,41,30,52
2023-07-14,1043,116,79,57,31,37,26
2023-07-15,1043,125,82,95,40,43,55
2023-07-16,1043,118,73,57,41,45,16
2023-07-17,1043,134,95,68,48,39,20
2023-07-18,1043,130,70,53,39,60,14
2023-07-19,1043,111,75,59,44,36,15
2023-07-20,1043,145,77,66,47,68,19
2023-07-21,1043,129,75,89,34,54,55
2023-07-22,1043,102,90,56,36,12,20
2023-07-23,1043,101,88,63,65,13,-2
2023-07-24,1043,149,67,93,43,82,50
2023-07-25,1043,135,80,66,34,55,32
2023-07-26,1043,122,84,64,39,38,25
2023-07-27,1043,137,74,65,41,63,24
2023-07-28,1043,148,111,96,34,37,62
2023-07-29,1043,114,77,50,38,37,12
2023-07-30,1043,149,85,64,37,64,27
2023-07-31,1043,109,75,80,42,34,38
2023-08-01,1043,143,71,59,35,72,24
2023-08-02,1043,101,79,67,36,22,31
2023-08-03,1043,150,74,100,44,76,56
2023-08-04,1043,136,79,100,53,57,47
2023-08-05,1043,101,83,64,22,18,42
2023-08-06,1043,110,90,95,37,20,58
2023-08-07,1043,148,95,90,46,53,44
2023-08-08,1043,100,89,55,46,11,9
2023-08-09,1043,116,77,69,29,39,40
2023-08-10,1043,104,85,92,33,19,59
2023-08-11,1043,118,85,53,39,33,14
2023-08-12,1043,104,71,51,32,33,19
2023-08-13,1043,104,84,96,39,20,57
2023-08-14,1043,127,69,95,40,58,55
2023-08-15,1043,116,81,54,40,35,14
2023-08-16,1043,118,85,98,41,33,57
2023-08-17,1043,133,96,80,39,37,41
2023-08-18,1043,105,89,84,30,16,54
2023-08-19,1043,101,75,81,32,26,49
2023-08-20,1043,140,79,58,37,61,21
2023-08-21,1043,114,86,96,52,28,44
2023-08-22,1043,138,72,93,32,66,61
2023-08-23,1043,102,80,73,49,22,24
2023-08-24,1043,119,75,87,38,44,49
2023-08-25,1043,113,74,98,38,39,60
2023-08-26,1043,121,89,60,43,32,17
2023-08-27,1043,124,80,77,40,44,37
2023-08-28,1043,105,76,51,41,29,10
2023-08-29,1043,144,86,61,51,58,10
2023-08-30,1043,105,81,54,42,24,12
2023-08-31,1043,103,80,58,45,23,13
2023-09-01,1043,130,76,71,42,54,29
2023-09-02,1043,128,92,92,33,36,59
2023-09-03,1043,110,85,76,43,25,33
2023-09-04,1043,132,76,61,51,56,10
2023-09-05,1043,112,75,82,51,37,31
2023-09-06,1043,114,85,57,43,29,14
2023-09-07,1043,133,72,66,34,61,32
2023-09-08,1043,118,84,63,35,34,28
2023-09-09,1043,139,82,100,35,57,65
2023-09-10,1043,127,76,52,41,51,11
2023-09-11,1043,148,77,77,41,71,36
2023-09-12,1043,124,68,58,42,56,16
2023-09-13,1043,144,85,100,58,59,42
2023-09-14,1043,129,78,75,37,51,38
2023-09-15,1043,145,56,89,42,89,47
2023-09-16,1043,115,78,74,41,37,33
2023-09-17,1043,139,68,60,42,71,18
2023-09-18,1043,127,84,75,39,43,36
2023-09-19,1043,126,63,64,39,63,25
2023-09-20,1043,125,76,76,50,49,26
2023-09-21,1043,138,77,72,41,61,31
2023-09-22,1043,123,77,52,46,46,6
2023-09-23,1043,118,81,77,47,37,30
2023-09-24,1043,107,77,54,45,30,9
2023-09-25,1043,148,88,78,33,60,45
2023-09-26,1043,108,92,88,51,16,37
2023-09-27,1043,112,92,53,44,20,9
2023-09-28,1043,150,86,69,42,64,27
2023-09-29,1043,141,63,59,45,78,14
2023-09-30,1043,147,81,71,30,66,41
2023-10-01,1043,142,95,52,47,47,5
2023-10-02,1043,149,65,90,27,84,63
2023-10-03,1043,104,78,53,37,26,16
2023-10-04,1043,131,86,68,39,45,29
2023-10-05,1043,113,93,95,31,20,64
2023-10-06,1043,137,69,66,56,68,10
2023-10-07,1043,147,71,76,50,76,26
2023-10-08,1043,123,87,53,33,36,20
2023-10-09,1043,146,76,60,50,70,10
2023-10-10,1043,102,95,51,47,7,4
2023-10-11,1043,123,80,55,38,43,17
2023-10-12,1043,101,97,55,37,4,18
2023-10-13,1043,121,65,50,42,56,8
2023-10-14,1043,122,69,59,31,53,28
2023-10-15,1043,138,83,73,48,55,25
2023-10-16,1043,129,86,57,31,43,26
2023-10-17,1043,138,77,71,38,61,33
2023-10-18,1043,127,101,85,38,26,47
2023-10-19,1043,128,91,53,40,37,13
2023-10-20,1043,110,84,50,35,26,15
2023-10-21,1043,125,86,92,45,39,47
2023-10-22,1043,100,81,55,37,19,18
2023-10-23,1043,129,104,80,30,25,50
2023-10-24,1043,133,79,70,45,54,25
2023-10-25,1043,128,78,100,31,50,69
2023-10-26,1043,108,81,94,37,27,57
2023-10-27,1043,100,89,64,32,11,32
2023-10-28,1043,105,87,96,30,18,66
2023-10-29,1043,115,72,80,37,43,43
2023-10-30,1043,116,83,96,38,33,58
2023-10-31,1043,100,81,74,43,19,31
2023-11-01,1043,118,71,69,38,47,31
2023-11-02,1043,111,106,74,39,5,35
2023-11-03,1043,141,81,53,42,60,11
2023-11-04,1043,127,78,82,32,49,50
2023-11-05,1043,110,89,95,38,21,57
2023-11-06,1043,138,96,93,39,42,54
2023-11-07,1043,110,81,64,39,29,25
2023-11-08,1043,114,84,68,38,30,30
2023-11-09,1043,134,88,62,40,46,22
2023-11-10,1043,141,77,59,31,64,28
2023-11-11,1043,123,75,75,35,48,40
2023-11-12,1043,110,77,51,58,33,-7
2023-11-13,1043,129,81,53,41,48,12
2023-11-14,1043,120,59,88,40,61,48
2023-11-15,1043,135,91,57,36,44,21
2023-11-16,1043,119,89,85,38,30,47
2023-11-17,1043,115,92,87,45,23,42
2023-11-18,1043,101,81,53,36,20,17
2023-11-19,1043,111,81,80,49,30,31
2023-11-20,1043,141,90,89,46,51,43
2023-11-21,1043,107,92,67,44,15,23
2023-11-22,1043,124,93,50,34,31,16
2023-11-23,1043,106,68,94,38,38,56
2023-11-24,1043,121,89,89,38,32,51
2023-11-25,1043,149,81,55,36,68,19
2023-11-26,1043,121,71,92,43,50,49
2023-11-27,1043,124,81,71,36,43,35
2023-11-28,1043,124,92,59,41,32,18
2023-11-29,1043,150,83,87,32,67,55
2023-11-30,1043,149,75,85,39,74,46
2023-12-01,1043,149,72,92,39,77,53
2023-12-02,1043,114,80,81,43,34,38
2023-12-03,1043,125,80,74,42,45,32
2023-12-04,1043,126,72,78,40,54,38
2023-12-05,1043,109,78,50,33,31,17
2023-12-06,1043,140,83,63,38,57,25
2023-12-07,1043,148,100,65,44,48,21
2023-12-08,1043,107,93,70,27,14,43
2023-12-09,1043,103,94,80,43,9,37
2023-12-10,1043,120,80,57,46,40,11
2023-12-11,1043,111,80,86,35,31,51
2023-12-12,1043,121,62,89,43,59,46
2023-12-13,1043,148,91,75,32,57,43
2023-12-14,1043,150,79,97,41,71,56
2023-12-15,1043,115,67,87,34,48,53
2023-12-16,1043,127,84,67,42,43,25
2023-12-17,1043,149,84,67,37,65,30
2023-12-18,1043,131,85,63,33,46,30
2023-12-19,1043,121,73,69,34,48,35
2023-12-20,1043,114,94,77,41,20,36
2023-12-21,1043,120,103,59,31,17,28
2023-12-22,1043,135,89,68,27,46,41
2023-12-23,1043,118,72,54,47,46,7
2023-12-24,1043,125,83,94,38,42,56
2023-12-25,1043,117,61,76,50,56,26
2023-12-26,1043,129,71,72,47,58,25
2023-12-27,1043,142,70,75,48,72,27
2023-12-28,1043,114,90,65,46,24,19
2023-12-29,1043,119,80,93,37,39,56
2023-12-30,1043,116,74,53,35,42,18
2023-12-31,1043,107,76,97,34,31,63
2023-01-01,1044,147,75,76,45,72,31
2023-01-02,1044,137,79,95,42,58,53
2023-01-03,1044,124,69,80,39,55,41
2023-01-04,1044,103,89,60,39,14,21
2023-01-05,1044,114,83,76,55,31,21
2023-01-06,1044,107,77,91,51,30,40
2023-01-07,1044,145,95,88,44,50,44
2023-01-08,1044,115,78,90,36,37,54
2023-01-09,1044,128,77,57,43,51,14
2023-01-10,1044,104,76,78,32,28,46
2023-01-11,1044,139,79,95,48,60,47
2023-01-12,1044,100,67,53,41,33,12
2023-01-13,1044,149,85,50,31,64,19
2023-01-14,1044,134,87,72,37,47,35
2023-01-15,1044,140,81,62,31,59,31
2023-01-16,1044,101,73,97,43,28,54
2023-01-17,1044,105,94,53,29,11,24
2023-01-18,1044,109,83,81,46,26,35
2023-01-19,1044,144,86,68,36,58,32
2023-01-20,1044,120,92,85,36,28,49
2023-01-21,1044,133,79,69,45,54,24
2023-01-22,1044,117,75,58,48,42,10
2023-01-23,1044,149,83,50,30,66,20
2023-01-24,1044,138,82,55,43,56,12
2023-01-25,1044,112,87,80,37,25,43
2023-01-26,1044,136,63,78,27,73,51
2023-01-27,1044,120,90,84,46,30,38
2023-01-28,1044,145,80,78,51,65,27
2023-01-29,1044,150,73,66,44,77,22
2023-01-30,1044,133,84,80,31,49,49
2023-01-31,1044,145,84,96,45,61,51
2023-02-01,1044,128,76,79,42,52,37
2023-02-02,1044,137,83,52,36,54,16
2023-02-03,1044,122,77,76,31,45,45
